@relation test

@attribute startDate date 'yyyy-MM-dd HH:mm:ss'
@attribute attatchNum numeric
@attribute isFwd {y,n}

@data
'2014-01-01 16:00:50',0,n
'2014-01-01 14:34:24',0,n
'2014-01-01 10:31:07',0,n
'2014-01-01 10:42:58',0,n
'2014-01-01 11:21:46',0,n
'2014-01-01 10:57:42',0,n
'2014-01-01 10:12:08',0,n
'2014-01-01 10:06:20',0,n
'2014-01-01 10:13:59',0,n
'2014-01-01 08:00:52',0,n
'2014-01-01 05:07:45',0,n
'2013-12-31 21:54:34',0,n
'2013-12-30 18:49:00',0,n
'2013-12-31 16:48:45',0,n
'2013-12-31 14:27:03',0,n
'2013-12-31 15:16:01',0,y
'2013-12-31 12:31:49',0,n
'2013-12-31 11:46:45',0,n
'2013-12-31 11:58:35',0,n
'2013-12-31 09:55:52',0,n
'2013-12-31 09:48:50',0,n
'2013-12-31 09:02:04',0,n
'2013-12-31 09:00:00',0,n
'2013-12-31 08:46:19',0,n
'2013-12-31 08:21:41',0,n
'2013-12-31 07:01:00',0,n
'2013-12-31 05:15:07',0,n
'2013-12-30 23:55:38',0,n
'2013-12-30 20:26:58',0,n
'2013-12-30 17:11:53',0,n
'2013-12-30 17:03:26',0,n
'2013-12-30 16:01:42',0,n
'2013-12-30 13:39:42',0,n
'2013-12-30 13:38:08',0,n
'2013-12-30 13:35:39',0,n
'2013-12-30 13:35:13',0,y
'2013-12-30 12:49:14',0,n
'2013-12-30 12:33:33',0,n
'2013-12-30 12:23:30',0,n
'2013-12-30 12:20:02',0,y
'2013-12-30 11:53:45',0,n
'2013-12-30 11:34:11',0,n
'2013-12-30 10:44:34',0,n
'2013-12-30 09:38:36',0,n
'2013-12-30 08:16:08',0,n
'2013-12-30 05:35:39',0,n
'2013-12-29 21:20:09',0,n
'2013-12-29 18:45:23',0,n
'2013-12-29 21:01:50',0,n
'2013-12-29 20:50:22',0,n
'2013-12-29 20:50:22',0,n
'2013-12-29 20:49:01',0,n
'2013-12-29 20:48:37',0,n
'2013-12-29 18:43:46',0,n
'2013-12-29 16:04:32',0,n
'2013-12-29 10:03:46',0,n
'2013-12-29 09:02:17',0,n
'2013-12-29 05:54:16',0,n
'2013-12-29 05:31:27',0,n
'2013-12-28 16:46:43',0,n
'2013-11-25 14:47:30',0,n
'2013-12-28 10:35:32',0,n
'2013-12-28 10:31:07',0,n
'2013-12-28 09:42:13',0,n
'2013-12-28 09:38:50',0,n
'2013-12-28 09:02:00',0,n
'2013-12-28 09:06:04',0,n
'2013-12-28 08:00:11',0,n
'2013-12-28 05:23:26',0,n
'2013-12-27 19:41:53',0,n
'2013-12-27 23:12:38',0,n
'2013-12-27 13:28:15',0,n
'2013-12-27 16:03:20',0,n
'2013-12-27 15:44:36',0,n
'2013-12-27 14:27:42',0,n
'2013-12-24 00:39:04',0,n
'2013-12-27 12:55:33',0,n
'2013-12-27 12:47:39',0,n
'2013-12-27 11:57:15',0,n
'2013-12-27 11:26:49',0,n
'2013-12-27 11:23:26',0,n
'2013-12-27 09:03:38',0,n
'2013-12-27 09:22:04',0,n
'2013-12-27 09:21:42',0,n
'2013-12-27 09:21:20',0,n
'2013-12-27 09:20:37',0,n
'2013-12-27 09:20:22',0,n
'2013-12-27 09:19:57',0,n
'2013-12-27 09:19:30',0,n
'2013-12-27 09:19:09',0,n
'2013-12-27 09:18:42',0,n
'2013-12-27 09:15:03',0,n
'2013-12-27 05:49:08',0,n
'2013-12-27 01:06:23',0,n
'2013-12-26 23:40:11',0,n
'2013-12-26 21:49:08',0,n
'2013-12-26 19:44:10',0,n
'2013-12-26 19:25:50',0,n
'2013-12-26 18:00:40',0,n
'2013-12-26 16:24:25',0,n
'2013-12-26 15:06:38',0,n
'2013-12-26 13:50:56',0,n
'2013-12-26 12:29:59',0,n
'2013-12-26 11:50:25',0,n
'2013-12-26 11:30:55',0,n
'2013-12-26 11:09:53',0,n
'2013-12-26 11:00:43',0,n
'2013-12-26 10:57:41',0,n
'2013-12-26 10:44:31',0,n
'2013-12-26 10:00:02',0,n
'2013-12-26 09:54:34',0,n
'2013-12-26 08:36:46',0,n
'2013-12-26 08:05:53',0,n
'2013-12-26 05:12:44',0,n
'2013-12-26 04:56:03',0,n
'2013-12-25 21:03:10',0,n
'2013-12-25 20:38:47',0,n
'2013-12-25 19:49:55',0,n
'2013-12-25 17:13:00',0,y
'2013-12-25 16:03:11',0,n
'2013-12-25 15:37:36',0,n
'2013-12-10 21:36:26',0,n
'2013-12-25 12:53:42',0,n
'2013-12-25 12:49:22',0,n
'2013-12-25 11:54:51',0,n
'2013-12-25 10:51:28',0,n
'2013-12-25 10:09:58',0,n
'2013-12-25 10:05:24',0,n
'2013-12-25 10:03:30',0,n
'2013-12-25 09:25:57',0,n
'2013-12-25 09:22:12',0,n
'2013-12-25 08:55:32',0,n
'2013-12-25 08:55:31',0,n
'2013-12-25 07:52:13',0,n
'2013-12-25 05:56:03',0,n
'2013-12-25 05:33:11',0,n
'2013-12-25 05:26:12',0,n
'2013-12-25 05:08:17',0,n
'2013-12-25 05:07:25',0,n
'2013-12-25 04:07:00',0,n
'2013-12-25 04:06:49',0,n
'2013-12-25 01:03:43',0,n
'2013-12-24 23:20:21',0,n
'2013-12-24 18:46:26',0,n
'2013-12-24 18:42:04',0,n
'2013-12-24 15:21:48',0,n
'2013-12-23 23:25:51',0,n
'2013-12-24 16:18:45',0,n
'2013-12-24 16:00:58',0,n
'2013-12-24 12:57:55',0,n
'2013-12-24 12:57:42',0,n
'2013-12-24 12:39:29',0,n
'2013-12-24 12:37:28',0,n
'2013-12-24 11:38:12',0,n
'2013-12-24 11:20:01',0,n
'2013-12-24 10:08:07',0,n
'2013-12-24 10:03:54',0,n
'2013-12-24 08:55:43',0,n
'2013-12-24 07:11:56',0,n
'2013-12-24 08:03:16',?,n
'2013-12-24 07:34:02',?,n
'2013-12-24 07:29:17',?,n
'2013-12-24 06:26:29',?,n
'2013-12-24 05:13:50',?,n
'2013-12-23 12:36:51',?,n
'2013-12-24 00:38:16',?,n
'2013-12-24 00:28:32',?,n
'2013-12-24 00:23:05',?,n
'2013-12-23 23:43:35',?,n
'2013-12-23 23:17:52',?,n
'2013-12-23 23:21:16',?,n
'2013-12-23 23:12:37',?,n
'2013-12-23 22:55:44',?,n
'2013-12-23 22:23:17',?,n
'2013-12-23 22:11:34',?,n
'2013-12-23 22:10:14',?,n
'2013-12-23 21:57:51',?,n
'2013-12-23 21:30:14',?,n
'2013-12-23 21:06:30',?,n
'2013-12-23 21:03:17',?,n
'2013-12-23 20:54:28',?,n
'2013-12-23 20:37:29',?,n
'2013-12-23 19:53:24',?,n
'2013-12-23 19:49:55',?,n
'2013-12-23 19:46:14',?,n
'2013-12-23 19:44:43',?,n
'2013-12-23 19:01:34',?,n
'2013-12-23 18:57:00',?,n
'2013-12-23 18:55:38',?,n
'2013-12-23 18:51:01',?,n
'2013-12-23 18:44:13',?,n
'2013-12-23 17:15:14',?,n
'2013-12-23 16:40:49',?,n
'2013-12-23 12:47:08',?,n
'2013-12-23 07:17:49',?,n
'2013-12-23 03:59:46',?,n
'2013-12-22 12:49:55',?,n
'2013-12-22 20:19:50',?,n
'2013-12-22 20:19:41',?,n
'2013-12-22 20:11:35',?,n
'2013-12-21 19:25:08',?,n
'2013-12-21 05:26:13',?,n
'2013-12-21 00:19:23',?,n
'2013-12-20 19:36:08',?,n
'2013-12-20 19:35:50',?,n
'2013-12-20 19:20:57',?,n
'2013-12-20 18:32:05',?,n
'2013-12-20 13:40:23',?,n
'2013-12-20 14:16:37',?,n
'2013-12-20 14:09:54',?,n
'2013-12-20 14:03:44',?,n
'2013-12-20 13:15:04',?,n
'2013-12-20 11:56:25',?,n
'2013-12-20 10:22:46',?,n
'2013-12-20 10:03:35',?,n
'2013-12-20 06:05:45',?,n
'2013-12-20 05:31:39',?,n
'2013-12-19 22:07:37',?,n
'2013-12-19 21:44:28',?,n
'2013-12-19 19:58:13',?,n
'2013-12-19 20:01:13',?,n
'2013-12-19 18:11:38',?,n
'2013-12-13 19:08:47',?,n
'2013-12-19 14:23:09',?,n
'2013-12-19 14:02:01',?,n
'2013-12-17 15:32:07',?,n
'2013-12-18 22:26:57',?,n
'2013-12-18 19:13:49',?,n
'2013-12-18 18:50:58',?,n
'2013-12-18 17:17:31',?,n
'2013-12-18 16:07:44',?,n
'2013-12-18 16:00:24',?,n
